id_venda,id_produto,id_cliente,data,quantidade,preco
1830,10,6,2021-07-02,1,31.2
1831,1,2,2021-07-03,5,51.4
1832,2,13,2021-07-03,1,44.25
1833,3,13,2021-07-03,2,18.3
1834,4,25,2021-07-03,2,25.34
1835,5,9,2021-07-03,1,17.5
1836,6,9,2021-07-03,1,22.46
1837,7,9,2021-07-03,1,14.1
1838,8,3,2021-07-03,1,12.3
1839,9,3,2021-07-03,1,21.5
1840,10,26,2021-07-03,1,31.2
1841,1,19,2021-07-04,2,51.4
1842,2,28,2021-07-04,3,44.25
1843,3,30,2021-07-04,2,18.3
1844,4,26,2021-07-04,1,25.34
1845,5,24,2021-07-04,1,17.5
1846,6,11,2021-07-04,2,22.46
1847,7,23,2021-07-04,2,14.1
1848,8,18,2021-07-04,1,12.3
1849,9,11,2021-07-04,1,21.5
1850,10,27,2021-07-04,1,31.2
1851,1,14,2021-07-05,4,51.4
1852,2,5,2021-07-05,2,44.25
1853,3,30,2021-07-05,2,18.3
1854,4,24,2021-07-05,1,25.34
1855,5,28,2021-07-05,2,17.5
1856,6,24,2021-07-05,1,22.46
1857,7,3,2021-07-05,1,14.1
1858,8,14,2021-07-05,2,12.3
1859,9,29,2021-07-05,1,21.5
1860,10,14,2021-07-05,1,31.2
1861,1,22,2021-07-06,2,51.4
1862,2,12,2021-07-06,3,44.25
1863,3,21,2021-07-06,2,18.3
1864,4,3,2021-07-06,1,25.34
1865,5,26,2021-07-06,2,17.5
1866,6,28,2021-07-06,2,22.46
1867,7,24,2021-07-06,1,14.1
1868,8,12,2021-07-06,2,12.3
1869,9,21,2021-07-06,2,21.5
1870,10,10,2021-07-06,1,31.2
1871,1,13,2021-07-07,3,51.4
1872,2,21,2021-07-07,4,44.25
1873,3,26,2021-07-07,1,18.3
1874,4,12,2021-07-07,1,25.34
1875,5,11,2021-07-07,1,17.5
1876,6,25,2021-07-07,1,22.46
1877,7,23,2021-07-07,1,14.1
1878,8,8,2021-07-07,2,12.3
1879,9,21,2021-07-07,2,21.5
1880,10,30,2021-07-07,1,31.2
1881,1,30,2021-07-08,2,51.4
1882,2,26,2021-07-08,1,44.25
1883,3,13,2021-07-08,1,18.3
1884,4,10,2021-07-08,2,25.34
1885,5,25,2021-07-08,1,17.5
1886,6,11,2021-07-08,1,22.46
1887,7,24,2021-07-08,1,14.1
1888,8,22,2021-07-08,1,12.3
1889,9,10,2021-07-08,1,21.5
1890,10,8,2021-07-08,2,31.2
1891,1,7,2021-07-09,1,51.4
1892,2,13,2021-07-09,2,44.25
1893,3,9,2021-07-09,3,18.3
1894,4,16,2021-07-09,1,25.34
1895,5,15,2021-07-09,1,17.5
1896,6,23,2021-07-09,1,22.46
1897,7,8,2021-07-09,1,14.1
1898,8,17,2021-07-09,1,12.3
1899,9,11,2021-07-09,1,21.5
1900,10,19,2021-07-09,1,31.2
1901,1,15,2021-07-10,5,51.4
1902,2,13,2021-07-10,1,44.25
1903,3,20,2021-07-10,1,18.3
1904,4,5,2021-07-10,2,25.34
1905,5,3,2021-07-10,1,17.5
1906,6,28,2021-07-10,2,22.46
1907,7,9,2021-07-10,1,14.1
1908,8,18,2021-07-10,1,12.3
1909,9,14,2021-07-10,1,21.5
1910,10,6,2021-07-10,1,31.2
1911,1,17,2021-07-11,5,51.4
1912,2,26,2021-07-11,5,44.25
1913,3,23,2021-07-11,5,18.3
1914,4,16,2021-07-11,2,25.34
1915,5,16,2021-07-11,1,17.5
1916,6,18,2021-07-11,1,22.46
1917,7,22,2021-07-11,1,14.1
1918,8,25,2021-07-11,1,12.3
1919,9,13,2021-07-11,2,21.5
1920,10,4,2021-07-11,1,31.2
1921,1,28,2021-07-12,4,51.4
1922,2,24,2021-07-12,2,44.25
1923,3,26,2021-07-12,2,18.3
1924,4,8,2021-07-12,2,25.34
1925,5,22,2021-07-12,1,17.5
1926,6,18,2021-07-12,2,22.46
1927,7,27,2021-07-12,1,14.1
1928,8,8,2021-07-12,1,12.3
1929,9,3,2021-07-12,2,21.5
1930,10,22,2021-07-12,1,31.2
1931,1,13,2021-07-13,3,51.4
1932,2,3,2021-07-13,3,44.25
1933,3,1,2021-07-13,2,18.3
1934,4,1,2021-07-13,1,25.34
1935,5,28,2021-07-13,1,17.5
1936,6,21,2021-07-13,1,22.46
1937,7,4,2021-07-13,1,14.1
1938,8,24,2021-07-13,1,12.3
1939,9,9,2021-07-13,1,21.5
1940,10,2,2021-07-13,1,31.2
1941,1,28,2021-07-14,4,51.4
1942,2,22,2021-07-14,3,44.25
1943,3,25,2021-07-14,2,18.3
1944,4,19,2021-07-14,1,25.34
1945,5,4,2021-07-14,1,17.5
1946,6,13,2021-07-14,1,22.46
1947,7,21,2021-07-14,1,14.1
1948,8,6,2021-07-14,2,12.3
1949,9,27,2021-07-14,2,21.5
1950,10,16,2021-07-14,1,31.2
1951,1,21,2021-07-15,3,51.4
1952,2,21,2021-07-15,3,44.25
1953,3,17,2021-07-15,2,18.3
1954,4,5,2021-07-15,2,25.34
1955,5,22,2021-07-15,1,17.5
1956,6,7,2021-07-15,2,22.46
1957,7,20,2021-07-15,1,14.1
1958,8,25,2021-07-15,1,12.3
1959,9,12,2021-07-15,1,21.5
1960,10,26,2021-07-15,1,31.2
1961,1,25,2021-07-16,2,51.4
1962,2,9,2021-07-16,3,44.25
1963,3,18,2021-07-16,2,18.3
1964,4,28,2021-07-16,1,25.34
1965,5,9,2021-07-16,1,17.5
1966,6,30,2021-07-16,1,22.46
1967,7,2,2021-07-16,1,14.1
1968,8,20,2021-07-16,2,12.3
1969,9,20,2021-07-16,1,21.5
1970,10,22,2021-07-16,1,31.2
1971,1,8,2021-07-17,4,51.4
1972,2,18,2021-07-17,1,44.25
1973,3,24,2021-07-17,1,18.3
1974,4,27,2021-07-17,1,25.34
1975,5,19,2021-07-17,2,17.5
1976,6,22,2021-07-17,2,22.46
1977,7,19,2021-07-17,2,14.1
1978,8,15,2021-07-17,1,12.3
1979,9,6,2021-07-17,2,21.5
1980,10,6,2021-07-17,1,31.2
1981,1,20,2021-07-18,4,51.4
1982,2,5,2021-07-18,1,44.25
1983,3,20,2021-07-18,3,18.3
1984,4,18,2021-07-18,1,25.34
1985,5,12,2021-07-18,1,17.5
1986,6,16,2021-07-18,1,22.46
1987,7,14,2021-07-18,1,14.1
1988,8,17,2021-07-18,1,12.3
1989,9,16,2021-07-18,2,21.5
1990,10,1,2021-07-18,1,31.2
1991,1,7,2021-07-19,1,51.4
1992,2,4,2021-07-19,1,44.25
1993,3,15,2021-07-19,1,18.3
1994,4,12,2021-07-19,2,25.34
1995,5,9,2021-07-19,2,17.5
1996,6,2,2021-07-19,1,22.46
1997,7,10,2021-07-19,2,14.1
1998,8,24,2021-07-19,1,12.3
1999,9,30,2021-07-19,1,21.5
2000,10,23,2021-07-19,1,31.2
2001,1,6,2021-07-20,3,51.4
2002,2,14,2021-07-20,1,44.25
2003,3,6,2021-07-20,3,18.3
2004,4,9,2021-07-20,2,25.34
2005,5,21,2021-07-20,2,17.5
2006,6,22,2021-07-20,2,22.46
2007,7,7,2021-07-20,1,14.1
2008,8,18,2021-07-20,1,12.3
2009,9,12,2021-07-20,1,21.5
2010,10,18,2021-07-20,1,31.2
2011,1,14,2021-07-21,1,51.4
2012,2,4,2021-07-21,4,44.25
2013,3,29,2021-07-21,5,18.3
2014,4,20,2021-07-21,1,25.34
2015,5,25,2021-07-21,1,17.5
2016,6,30,2021-07-21,1,22.46
2017,7,2,2021-07-21,1,14.1
2018,8,21,2021-07-21,1,12.3
2019,9,12,2021-07-21,1,21.5
2020,10,16,2021-07-21,1,31.2
2021,1,18,2021-07-22,3,51.4
2022,2,8,2021-07-22,3,44.25
2023,3,9,2021-07-22,1,18.3
2024,4,20,2021-07-22,1,25.34
2025,5,11,2021-07-22,1,17.5
2026,6,2,2021-07-22,1,22.46
2027,7,16,2021-07-22,1,14.1
2028,8,25,2021-07-22,1,12.3
2029,9,2,2021-07-22,1,21.5
2030,10,1,2021-07-22,2,31.2
2031,1,3,2021-07-23,1,51.4
2032,2,27,2021-07-23,2,44.25
2033,3,19,2021-07-23,5,18.3
2034,4,2,2021-07-23,1,25.34
2035,5,28,2021-07-23,2,17.5
2036,6,16,2021-07-23,1,22.46
2037,7,7,2021-07-23,1,14.1
2038,8,27,2021-07-23,2,12.3
2039,9,26,2021-07-23,2,21.5
2040,10,13,2021-07-23,1,31.2
2041,1,24,2021-07-24,3,51.4
2042,2,3,2021-07-24,4,44.25
2043,3,13,2021-07-24,2,18.3
2044,4,28,2021-07-24,2,25.34
2045,5,15,2021-07-24,2,17.5
2046,6,23,2021-07-24,2,22.46
2047,7,15,2021-07-24,2,14.1
2048,8,9,2021-07-24,1,12.3
2049,9,11,2021-07-24,1,21.5
2050,10,17,2021-07-24,1,31.2
2051,1,6,2021-07-25,4,51.4
2052,2,17,2021-07-25,4,44.25
2053,3,24,2021-07-25,2,18.3
2054,4,25,2021-07-25,1,25.34
2055,5,11,2021-07-25,2,17.5
2056,6,5,2021-07-25,2,22.46
2057,7,17,2021-07-25,1,14.1
2058,8,20,2021-07-25,1,12.3
2059,9,8,2021-07-25,1,21.5
2060,10,16,2021-07-25,1,31.2
2061,1,8,2021-07-26,4,51.4
2062,2,10,2021-07-26,1,44.25
2063,3,25,2021-07-26,4,18.3
2064,4,29,2021-07-26,1,25.34
2065,5,10,2021-07-26,2,17.5
2066,6,5,2021-07-26,2,22.46
2067,7,23,2021-07-26,1,14.1
2068,8,1,2021-07-26,2,12.3
2069,9,28,2021-07-26,2,21.5
2070,10,19,2021-07-26,1,31.2
2071,1,27,2021-07-27,2,51.4
2072,2,21,2021-07-27,2,44.25
2073,3,29,2021-07-27,1,18.3
2074,4,10,2021-07-27,2,25.34
2075,5,4,2021-07-27,1,17.5
2076,6,3,2021-07-27,1,22.46
2077,7,2,2021-07-27,1,14.1
2078,8,8,2021-07-27,2,12.3
2079,9,9,2021-07-27,1,21.5
2080,10,12,2021-07-27,2,31.2
2081,1,26,2021-07-28,2,51.4
2082,2,22,2021-07-28,3,44.25
2083,3,5,2021-07-28,5,18.3
2084,4,22,2021-07-28,1,25.34
2085,5,11,2021-07-28,1,17.5
2086,6,20,2021-07-28,1,22.46
2087,7,14,2021-07-28,1,14.1
2088,8,18,2021-07-28,1,12.3
2089,9,6,2021-07-28,1,21.5
2090,10,4,2021-07-28,1,31.2
2091,1,11,2021-07-29,1,51.4
2092,2,11,2021-07-29,3,44.25
2093,3,24,2021-07-29,2,18.3
2094,4,7,2021-07-29,1,25.34
2095,5,9,2021-07-29,1,17.5
2096,6,14,2021-07-29,1,22.46
2097,7,7,2021-07-29,1,14.1
2098,8,26,2021-07-29,2,12.3
2099,9,4,2021-07-29,1,21.5
2100,10,2,2021-07-29,1,31.2
2101,1,11,2021-07-30,5,51.4
2102,2,25,2021-07-30,4,44.25
2103,3,19,2021-07-30,4,18.3
2104,4,5,2021-07-30,2,25.34
2105,5,23,2021-07-30,2,17.5
2106,6,25,2021-07-30,2,22.46
2107,7,30,2021-07-30,1,14.1
2108,8,27,2021-07-30,1,12.3
2109,9,28,2021-07-30,1,21.5
2110,10,20,2021-07-30,1,31.2
2111,1,21,2021-07-31,3,51.4
2112,2,7,2021-07-31,3,44.25
2113,3,17,2021-07-31,1,18.3
2114,4,22,2021-07-31,1,25.34
2115,5,4,2021-07-31,2,17.5
2116,6,29,2021-07-31,2,22.46
2117,7,23,2021-07-31,1,14.1
2118,8,14,2021-07-31,2,12.3
2119,9,12,2021-07-31,1,21.5
2120,10,4,2021-07-31,1,31.2
2121,1,25,2021-08-01,4,51.4
2122,2,6,2021-08-01,1,44.25
2123,3,12,2021-08-01,3,18.3
2124,4,3,2021-08-01,1,25.34
2125,5,13,2021-08-01,1,17.5
2126,6,15,2021-08-01,1,22.46
2127,7,9,2021-08-01,1,14.1
2128,8,18,2021-08-01,2,12.3
2129,9,6,2021-08-01,1,21.5
2130,10,2,2021-08-01,2,31.2
2131,1,29,2021-08-02,2,51.4
2132,2,25,2021-08-02,4,44.25
2133,3,27,2021-08-02,1,18.3
2134,4,15,2021-08-02,1,25.34
2135,5,18,2021-08-02,1,17.5
2136,6,26,2021-08-02,2,22.46
2137,7,28,2021-08-02,1,14.1
2138,8,21,2021-08-02,1,12.3
2139,9,3,2021-08-02,1,21.5
2140,10,4,2021-08-02,2,31.2
2141,1,8,2021-08-03,1,51.4
2142,2,17,2021-08-03,5,44.25
2143,3,10,2021-08-03,3,18.3
2144,4,25,2021-08-03,1,25.34
2145,5,14,2021-08-03,1,17.5
2146,6,6,2021-08-03,1,22.46
2147,7,30,2021-08-03,1,14.1
2148,8,15,2021-08-03,2,12.3
2149,9,22,2021-08-03,2,21.5
2150,10,17,2021-08-03,1,31.2
2151,1,19,2021-08-04,2,51.4
2152,2,8,2021-08-04,2,44.25
2153,3,26,2021-08-04,5,18.3
2154,4,30,2021-08-04,1,25.34
2155,5,14,2021-08-04,2,17.5
2156,6,8,2021-08-04,1,22.46
2157,7,24,2021-08-04,1,14.1
2158,8,5,2021-08-04,1,12.3
2159,9,16,2021-08-04,1,21.5
2160,10,24,2021-08-04,1,31.2
2161,1,2,2021-08-05,2,51.4
2162,2,18,2021-08-05,2,44.25
2163,3,7,2021-08-05,3,18.3
2164,4,25,2021-08-05,1,25.34
2165,5,21,2021-08-05,2,17.5
2166,6,20,2021-08-05,1,22.46
2167,7,1,2021-08-05,2,14.1
2168,8,29,2021-08-05,1,12.3
2169,9,7,2021-08-05,1,21.5
2170,10,27,2021-08-05,1,31.2
2171,1,12,2021-08-06,3,51.4
2172,2,1,2021-08-06,2,44.25
2173,3,6,2021-08-06,3,18.3
2174,4,8,2021-08-06,1,25.34
2175,5,12,2021-08-06,1,17.5
2176,6,28,2021-08-06,2,22.46
2177,7,7,2021-08-06,2,14.1
2178,8,21,2021-08-06,2,12.3
2179,9,3,2021-08-06,2,21.5
2180,10,30,2021-08-06,2,31.2
2181,1,10,2021-08-07,5,51.4
2182,2,20,2021-08-07,3,44.25
2183,3,20,2021-08-07,2,18.3
2184,4,29,2021-08-07,2,25.34
2185,5,13,2021-08-07,1,17.5
2186,6,19,2021-08-07,2,22.46
2187,7,4,2021-08-07,1,14.1
2188,8,3,2021-08-07,1,12.3
2189,9,1,2021-08-07,1,21.5
2190,10,20,2021-08-07,2,31.2
2191,1,22,2021-08-08,5,51.4
2192,2,16,2021-08-08,1,44.25
2193,3,30,2021-08-08,2,18.3
2194,4,25,2021-08-08,2,25.34
2195,5,5,2021-08-08,1,17.5
2196,6,10,2021-08-08,1,22.46
2197,7,30,2021-08-08,1,14.1
2198,8,26,2021-08-08,2,12.3
2199,9,19,2021-08-08,1,21.5
2200,10,15,2021-08-08,2,31.2
2201,1,30,2021-08-09,4,51.4
2202,2,17,2021-08-09,4,44.25
2203,3,27,2021-08-09,2,18.3
2204,4,23,2021-08-09,1,25.34
2205,5,6,2021-08-09,2,17.5
2206,6,7,2021-08-09,2,22.46
2207,7,6,2021-08-09,1,14.1
2208,8,12,2021-08-09,1,12.3
2209,9,4,2021-08-09,1,21.5
2210,10,30,2021-08-09,2,31.2
2211,1,27,2021-08-10,1,51.4
2212,2,2,2021-08-10,2,44.25
2213,3,11,2021-08-10,1,18.3
2214,4,14,2021-08-10,2,25.34
2215,5,30,2021-08-10,2,17.5
2216,6,16,2021-08-10,2,22.46
2217,7,12,2021-08-10,1,14.1
2218,8,22,2021-08-10,2,12.3
2219,9,18,2021-08-10,1,21.5
2220,10,18,2021-08-10,2,31.2
2221,1,1,2021-08-11,3,51.4
2222,2,7,2021-08-11,4,44.25
2223,3,8,2021-08-11,3,18.3
2224,4,18,2021-08-11,2,25.34
2225,5,2,2021-08-11,1,17.5
2226,6,2,2021-08-11,1,22.46
2227,7,8,2021-08-11,1,14.1
2228,8,16,2021-08-11,1,12.3
2229,9,12,2021-08-11,1,21.5
2230,10,1,2021-08-11,1,31.2
2231,1,23,2021-08-12,1,51.4
2232,2,17,2021-08-12,2,44.25
2233,3,29,2021-08-12,1,18.3
2234,4,7,2021-08-12,2,25.34
2235,5,6,2021-08-12,1,17.5
2236,6,4,2021-08-12,2,22.46
2237,7,3,2021-08-12,1,14.1
2238,8,9,2021-08-12,1,12.3
2239,9,16,2021-08-12,2,21.5
2240,10,6,2021-08-12,1,31.2
2241,1,7,2021-08-13,2,51.4
2242,2,10,2021-08-13,5,44.25
2243,3,20,2021-08-13,4,18.3
2244,4,8,2021-08-13,1,25.34
2245,5,11,2021-08-13,2,17.5
2246,6,16,2021-08-13,1,22.46
2247,7,17,2021-08-13,2,14.1
2248,8,27,2021-08-13,1,12.3
2249,9,4,2021-08-13,1,21.5
2250,10,6,2021-08-13,1,31.2
2251,1,24,2021-08-14,1,51.4
2252,2,17,2021-08-14,2,44.25
2253,3,9,2021-08-14,1,18.3
2254,4,4,2021-08-14,1,25.34
2255,5,10,2021-08-14,2,17.5
2256,6,21,2021-08-14,2,22.46
2257,7,21,2021-08-14,1,14.1
2258,8,8,2021-08-14,1,12.3
2259,9,22,2021-08-14,1,21.5
2260,10,23,2021-08-14,2,31.2
2261,1,10,2021-08-15,2,51.4
2262,2,23,2021-08-15,1,44.25
2263,3,15,2021-08-15,5,18.3
2264,4,16,2021-08-15,2,25.34
2265,5,15,2021-08-15,1,17.5
2266,6,23,2021-08-15,1,22.46
2267,7,3,2021-08-15,2,14.1
2268,8,27,2021-08-15,1,12.3
2269,9,10,2021-08-15,1,21.5
2270,10,16,2021-08-15,1,31.2
2271,1,21,2021-08-16,1,51.4
2272,2,14,2021-08-16,1,44.25
2273,3,10,2021-08-16,5,18.3
2274,4,28,2021-08-16,1,25.34
2275,5,18,2021-08-16,1,17.5
2276,6,3,2021-08-16,1,22.46
2277,7,22,2021-08-16,1,14.1
2278,8,16,2021-08-16,2,12.3
2279,9,30,2021-08-16,1,21.5
2280,10,6,2021-08-16,1,31.2
2281,1,16,2021-08-17,4,51.4
2282,2,11,2021-08-17,3,44.25
2283,3,29,2021-08-17,1,18.3
2284,4,27,2021-08-17,1,25.34
2285,5,23,2021-08-17,1,17.5
2286,6,15,2021-08-17,1,22.46
2287,7,29,2021-08-17,1,14.1
2288,8,26,2021-08-17,2,12.3
2289,9,7,2021-08-17,2,21.5
2290,10,16,2021-08-17,2,31.2
2291,1,30,2021-08-18,4,51.4
2292,2,23,2021-08-18,2,44.25
2293,3,7,2021-08-18,4,18.3
2294,4,10,2021-08-18,1,25.34
2295,5,2,2021-08-18,1,17.5
2296,6,25,2021-08-18,1,22.46
2297,7,29,2021-08-18,1,14.1
2298,8,11,2021-08-18,1,12.3
2299,9,20,2021-08-18,1,21.5
2300,10,20,2021-08-18,2,31.2
2301,1,6,2021-08-19,1,51.4
2302,2,19,2021-08-19,5,44.25
2303,3,5,2021-08-19,1,18.3
2304,4,19,2021-08-19,1,25.34
2305,5,11,2021-08-19,1,17.5
2306,6,11,2021-08-19,1,22.46
2307,7,19,2021-08-19,1,14.1
2308,8,26,2021-08-19,2,12.3
2309,9,21,2021-08-19,1,21.5
2310,10,26,2021-08-19,2,31.2
2311,1,10,2021-08-20,3,51.4
2312,2,24,2021-08-20,3,44.25
2313,3,16,2021-08-20,4,18.3
2314,4,6,2021-08-20,1,25.34
2315,5,20,2021-08-20,1,17.5
2316,6,25,2021-08-20,1,22.46
2317,7,6,2021-08-20,1,14.1
2318,8,10,2021-08-20,2,12.3
2319,9,8,2021-08-20,1,21.5
2320,10,28,2021-08-20,1,31.2
2321,1,21,2021-08-21,4,51.4
2322,2,29,2021-08-21,1,44.25
2323,3,16,2021-08-21,4,18.3
2324,4,30,2021-08-21,1,25.34
2325,5,28,2021-08-21,2,17.5
2326,6,25,2021-08-21,2,22.46
2327,7,9,2021-08-21,1,14.1
2328,8,26,2021-08-21,1,12.3
2329,9,14,2021-08-21,1,21.5
2330,10,19,2021-08-21,1,31.2
2331,1,18,2021-08-22,4,51.4
2332,2,15,2021-08-22,1,44.25
2333,3,16,2021-08-22,2,18.3
2334,4,29,2021-08-22,1,25.34
2335,5,2,2021-08-22,1,17.5
2336,6,27,2021-08-22,1,22.46
2337,7,10,2021-08-22,1,14.1
2338,8,2,2021-08-22,2,12.3
2339,9,21,2021-08-22,1,21.5
2340,10,10,2021-08-22,1,31.2
2341,1,25,2021-08-23,3,51.4
2342,2,5,2021-08-23,1,44.25
2343,3,8,2021-08-23,4,18.3
2344,4,13,2021-08-23,2,25.34
2345,5,28,2021-08-23,1,17.5
2346,6,27,2021-08-23,2,22.46
2347,7,18,2021-08-23,2,14.1
2348,8,20,2021-08-23,1,12.3
2349,9,11,2021-08-23,1,21.5
2350,10,29,2021-08-23,1,31.2
2351,1,23,2021-08-24,2,51.4
2352,2,26,2021-08-24,4,44.25
2353,3,19,2021-08-24,4,18.3
2354,4,1,2021-08-24,2,25.34
2355,5,8,2021-08-24,2,17.5
2356,6,7,2021-08-24,2,22.46
2357,7,11,2021-08-24,1,14.1
2358,8,29,2021-08-24,1,12.3
2359,9,21,2021-08-24,1,21.5
2360,10,13,2021-08-24,1,31.2
2361,1,20,2021-08-25,1,51.4
2362,2,27,2021-08-25,4,44.25
2363,3,11,2021-08-25,1,18.3
2364,4,3,2021-08-25,1,25.34
2365,5,28,2021-08-25,2,17.5
2366,6,19,2021-08-25,1,22.46
2367,7,11,2021-08-25,1,14.1
2368,8,26,2021-08-25,1,12.3
2369,9,4,2021-08-25,1,21.5
2370,10,25,2021-08-25,1,31.2
2371,1,25,2021-08-26,1,51.4
2372,2,28,2021-08-26,3,44.25
2373,3,25,2021-08-26,3,18.3
2374,4,25,2021-08-26,1,25.34
2375,5,18,2021-08-26,1,17.5
2376,6,12,2021-08-26,1,22.46
2377,7,14,2021-08-26,1,14.1
2378,8,9,2021-08-26,1,12.3
2379,9,5,2021-08-26,2,21.5
2380,10,20,2021-08-26,1,31.2
2381,1,6,2021-08-27,4,51.4
2382,2,20,2021-08-27,1,44.25
2383,3,22,2021-08-27,3,18.3
2384,4,14,2021-08-27,2,25.34
2385,5,29,2021-08-27,2,17.5
2386,6,22,2021-08-27,1,22.46
2387,7,30,2021-08-27,1,14.1
2388,8,16,2021-08-27,2,12.3
2389,9,25,2021-08-27,1,21.5
2390,10,9,2021-08-27,1,31.2
2391,1,16,2021-08-28,2,51.4
2392,2,25,2021-08-28,3,44.25
2393,3,24,2021-08-28,1,18.3
2394,4,17,2021-08-28,2,25.34
2395,5,15,2021-08-28,1,17.5
2396,6,21,2021-08-28,1,22.46
2397,7,9,2021-08-28,1,14.1
2398,8,9,2021-08-28,2,12.3
2399,9,15,2021-08-28,1,21.5
2400,10,1,2021-08-28,1,31.2
2401,1,24,2021-08-29,5,51.4
2402,2,21,2021-08-29,1,44.25
2403,3,24,2021-08-29,5,18.3
2404,4,23,2021-08-29,1,25.34
2405,5,17,2021-08-29,1,17.5
2406,6,6,2021-08-29,1,22.46
2407,7,15,2021-08-29,2,14.1
2408,8,6,2021-08-29,1,12.3
2409,9,21,2021-08-29,1,21.5
2410,10,26,2021-08-29,1,31.2
2411,1,11,2021-08-30,2,51.4
2412,2,29,2021-08-30,4,44.25
2413,3,25,2021-08-30,3,18.3
2414,4,25,2021-08-30,2,25.34
2415,5,16,2021-08-30,2,17.5
2416,6,3,2021-08-30,1,22.46
2417,7,8,2021-08-30,1,14.1
2418,8,21,2021-08-30,1,12.3
2419,9,12,2021-08-30,1,21.5
2420,10,6,2021-08-30,2,31.2
2421,1,30,2021-08-31,2,51.4
2422,2,22,2021-08-31,1,44.25
2423,3,29,2021-08-31,1,18.3
2424,4,10,2021-08-31,1,25.34
2425,5,14,2021-08-31,1,17.5
2426,6,30,2021-08-31,2,22.46
2427,7,2,2021-08-31,1,14.1
2428,8,19,2021-08-31,1,12.3
2429,9,28,2021-08-31,2,21.5
2430,10,11,2021-08-31,1,31.2
2431,1,27,2021-09-01,4,51.4
2432,2,9,2021-09-01,8,44.25
2433,3,1,2021-09-01,6,18.3
2434,4,20,2021-09-01,4,25.34
2435,5,14,2021-09-01,2,17.5
2436,6,30,2021-09-01,1,22.46
2437,7,26,2021-09-01,2,14.1
2438,8,20,2021-09-01,1,12.3
2439,9,12,2021-09-01,1,21.5
2440,10,19,2021-09-01,2,31.2
2441,1,24,2021-09-02,3,51.4
2442,2,11,2021-09-02,3,44.25
2443,3,9,2021-09-02,7,18.3
2444,4,6,2021-09-02,1,25.34
2445,5,27,2021-09-02,1,17.5
2446,6,15,2021-09-02,4,22.46
2447,7,30,2021-09-02,1,14.1
2448,8,9,2021-09-02,2,12.3
2449,9,29,2021-09-02,3,21.5
2450,10,8,2021-09-02,4,31.2
2451,1,20,2021-09-03,9,51.4
2452,2,21,2021-09-03,4,44.25
2453,3,10,2021-09-03,4,18.3
2454,4,19,2021-09-03,2,25.34
2455,5,11,2021-09-03,3,17.5
2456,6,15,2021-09-03,3,22.46
2457,7,24,2021-09-03,3,14.1
2458,8,25,2021-09-03,1,12.3
2459,9,26,2021-09-03,1,21.5
2460,10,15,2021-09-03,3,31.2
2461,1,9,2021-09-04,1,51.4
2462,2,25,2021-09-04,4,44.25
2463,3,6,2021-09-04,1,18.3
2464,4,8,2021-09-04,4,25.34
2465,5,25,2021-09-04,1,17.5
2466,6,6,2021-09-04,3,22.46
2467,7,25,2021-09-04,1,14.1
2468,8,25,2021-09-04,2,12.3
2469,9,3,2021-09-04,1,21.5
2470,10,13,2021-09-04,1,31.2
2471,1,10,2021-09-05,8,51.4
2472,2,6,2021-09-05,3,44.25
2473,3,23,2021-09-05,3,18.3
2474,4,5,2021-09-05,3,25.34
2475,5,28,2021-09-05,3,17.5
2476,6,29,2021-09-05,2,22.46
2477,7,11,2021-09-05,1,14.1
2478,8,3,2021-09-05,4,12.3
2479,9,24,2021-09-05,2,21.5
2480,10,16,2021-09-05,2,31.2
2481,1,26,2021-09-06,1,51.4
2482,2,23,2021-09-06,4,44.25
2483,3,12,2021-09-06,6,18.3
2484,4,21,2021-09-06,1,25.34
2485,5,22,2021-09-06,4,17.5
2486,6,13,2021-09-06,2,22.46
2487,7,2,2021-09-06,2,14.1
2488,8,13,2021-09-06,4,12.3
2489,9,6,2021-09-06,3,21.5
2490,10,18,2021-09-06,1,31.2
2491,1,26,2021-09-07,2,51.4
2492,2,13,2021-09-07,5,44.25
2493,3,2,2021-09-07,1,18.3
2494,4,16,2021-09-07,4,25.34
2495,5,13,2021-09-07,3,17.5
2496,6,5,2021-09-07,1,22.46
2497,7,22,2021-09-07,2,14.1
2498,8,10,2021-09-07,1,12.3
2499,9,14,2021-09-07,1,21.5
2500,10,2,2021-09-07,1,31.2
2501,1,11,2021-09-08,6,51.4
2502,2,25,2021-09-08,3,44.25
2503,3,28,2021-09-08,8,18.3
2504,4,4,2021-09-08,4,25.34
2505,5,4,2021-09-08,1,17.5
2506,6,27,2021-09-08,3,22.46
2507,7,21,2021-09-08,3,14.1
2508,8,12,2021-09-08,1,12.3
2509,9,25,2021-09-08,3,21.5
2510,10,6,2021-09-08,3,31.2
2511,1,8,2021-09-09,7,51.4
2512,2,11,2021-09-09,2,44.25
2513,3,22,2021-09-09,7,18.3
2514,4,18,2021-09-09,1,25.34
2515,5,17,2021-09-09,2,17.5
2516,6,24,2021-09-09,1,22.46
2517,7,27,2021-09-09,1,14.1
2518,8,25,2021-09-09,1,12.3
2519,9,15,2021-09-09,1,21.5
2520,10,19,2021-09-09,1,31.2
2521,1,16,2021-09-10,9,51.4
2522,2,27,2021-09-10,2,44.25
2523,3,17,2021-09-10,6,18.3
2524,4,8,2021-09-10,1,25.34
2525,5,14,2021-09-10,1,17.5
2526,6,10,2021-09-10,1,22.46
2527,7,12,2021-09-10,3,14.1
